id,name,brewery_type
5854,McMenamins - Cedar Hills,brewpub
5855,McMenamins Breweries,micro
5856,McMenamins Concordia Brewery at Kennedy School,brewpub
5857,McMenamins Cornelius Pass Roadhouse,brewpub
5858,McMenamins Crystal Ballroom Brewery,brewpub
5859,McMenamins Edgefield Brewery,micro
5860,McMenamins Fulton Pub and Brewery,micro
5861,McMenamins High Street Brewery,brewpub
5862,McMenamins Highland Pub and Brewery,brewpub
5863,McMenamins Hillsdale Brewery and Public House,micro
5864,McMenamins John Barleycorns,brewpub
5865,McMenamins Lighthouse Brewery,brewpub
5866,McMenamins Murray & Allen,brewpub
5867,McMenamins Oak Hills Brewery,micro
5868,McMenamins Old Church Brewery,brewpub
5869,McMenamins Old St. Francis School,brewpub
5870,McMenamins on Monroe,brewpub
5871,McMenamins Roseburg Station Brewery,micro
5872,McMenamins Thompson Brewery,micro
5873,McMenamins West Linn Brewery,micro
5874,Mia and Pias Pizzeria/Brewhouse,brewpub
5875,Migration Brewing Co,brewpub
5876,Migration Brewing Co,micro
5877,Misty Mountain Brewery,brewpub
5878,Modern Times - The Belmont Fermentorium,brewpub
5879,Monkless Belgian Ales,micro
5880,Montavilla Brew Works,micro
5881,Moonshrimp Brewing,micro
5882,Mount Hood Brewing Co,brewpub
5883,Mountain View Brewing,micro
5884,Mt Tabor Brewing Co,micro
5885,Natian Brewery,micro
5886,Ninkasi Brewing Co,regional
5887,North Forty Beer Company,planning
5888,Oakenbrau,planning
5889,Oakshire Brewing,micro
5890,Oblivion Brewing Co,micro
5891,Occidental Brewing,micro
5892,Ochoco Brewing Co,micro
5893,Old 99 Brewing Co,micro
5894,Old Market Pub and Brewery,brewpub
5895,Old Town Brewing,brewpub
5896,Opposition Brewing Company,micro
5897,Ordnance Brewing,micro
5898,Oregon City Brewing Company,brewpub
5899,Oregon Trail Brewery,micro
5900,Osmo's Alehouse,micro
5901,Pelican Brewing Company,regional
5902,Pelican Brewing Company - Cannon Beach,brewpub
5903,Pelican Brewing Company - Tillamook,micro
5904,PFriem Family Brewers,regional
5905,PINTS Brewing Company and Urban Taproom,micro
5906,Plank Town Brewing,micro
5907,Pono Brewing Company,contract
5908,Portal Brewing Co,brewpub
5909,Portland Brewing/North American Breweries,regional
5910,Portland U-Brew & Pub,brewpub
5911,"Prodigal Son Brewery and Pub, The",brewpub
5912,Public Coast Brewing,brewpub
5913,RAM Restaurant and Brewery - Clackamas,brewpub
5914,RAM Restaurant and Brewery - Medford,brewpub
5915,RAM Restaurant and Brewery - Salem,brewpub
5916,Ratchet Brewery,brewpub
5917,Reach Break Brewing,micro
5918,Ridgewalker Brewing,brewpub
5919,RiverBend Brewing Pub,brewpub
5920,Rock Bottom Brewery - Portland,brewpub
5921,Rogue Ales Brewery,regional
5922,Rogue East Side Pub & Pilot Brewery,micro
5923,Rosenstadt Brewery LLC,micro
5924,Royale Brewing Company,micro
5925,Running Dogs Brewery,proprietor
5926,"Ruse Brewing, LLC.",proprietor
5927,Rusty Truck Brewing Company,brewpub
5928,Salem Ale Works,micro
5929,Sam Bond's Brewing Co,brewpub
5930,Santiam Brewing Co,micro
5931,Sasquatch Brewery,micro
5932,Sasquatch Pub,brewpub
5933,Scout Beer,micro
5934,Seaside Brewery,brewpub
5935,Second Profession Brewing Company,brewpub
5936,Seven Brides Brewery,micro
5937,Shade Tree Brewing,micro
5938,Silver Falls Brewery,micro
5939,Silver Moon Brewing,micro
5940,Silver Moon Brewing,micro
5941,Siuslaw Brewing,micro
5942,Sky High Brewing,brewpub
5943,Smith Rock Brewing,brewpub
5944,Smockville Brewhouse,brewpub
5945,Solera Brewery,micro
5946,Splintercat Brewing,planning
5947,Standing Stone Brewing Co,micro
5948,Steens Mountain Brewing Company,micro
5949,Stickmen Brewery,brewpub
5950,StormBreaker Brewing,brewpub
5951,StormBreaker Brewing St. Johns,brewpub
5952,Sunriver Brewing,micro
5953,Super Brewing Company LLC,planning
5954,Table Rock Brewing LLC,micro
5955,Tandem Brewing Co,brewpub
5956,Terminal Gravity Brewing Co,micro
5957,The Ale Apothecary,micro
5958,The Hop Haus,micro
5959,The Viking Braggot Company,micro
5960,Three Creeks Brewing Co,brewpub
5961,Three Creeks Production,micro
5962,Three Mugs Brewing Company,micro
5963,Thunder Island Brewing,micro
5964,Two Kilts Brewing,micro
5965,Two-Shy Brewing,micro
5966,Upright Brewing Co,micro
5967,Uptown Market Brewing,micro
5968,Vagabond Brewing,brewpub
5969,Vanguard Brewing Company,micro
5970,Vanport Brewing Company,planning
5971,Vertigo Brewing,micro
5972,Von Ebert Brewing,brewpub
5973,Von Ebert Brewing,planning
5974,Walkabout Brewing Co,micro
5975,Waltz Brewing,micro
5976,Wayfinder Beer,brewpub
5977,Werner Brewing Company,micro
5978,Wet Dog Cafe & Brewery,brewpub
5979,Widmer Brothers Brewing,regional
5980,Wild Ride Brewing,micro
5981,Wild River Brewing and Pizza Co,brewpub
5982,Wild River Brewing and Pizza Co - Grants Pass,brewpub
5983,Wizards of Williams Hops Garden and Craft Brewery,planning
5984,Wm Roesch Brewing Company,micro
5985,Wolf Tree Brewery,micro
5986,Wolves & People Farmhouse Brewery,micro
5987,Worthy Brewing Company,micro
5988,Xicha Brewing Co.,brewpub
5989,Yachats Brewing,brewpub
5990,Zoiglhaus Brewing Company,brewpub
5991,180 and Tapped,micro
5992,2 Dogz and A Guy Brewing,micro
5993,2nd Story Brewing Company,brewpub
5994,2SP Brewing Company,micro
5995,412 Brews,brewpub
5996,Abjuration Brewing,micro
5997,Aldus Brewing Company,micro
5998,All Saints Brewing Co,micro
5999,Allegheny City Brewing,micro
6000,Allentown Brew Works,brewpub
6001,Amazon Beer,micro
6002,American Honor Beer Co,contract
6003,Appalachian Brewing Co - Collegeville,brewpub
6004,Appalachian Brewing Co - Gettysburg Gateway,brewpub
6005,Appalachian Brewing Co - Harrisburg,brewpub
6006,Appalachian Brewing Co - Lititz,brewpub
6007,Appalachian Brewing Co - Mechanicsburg,brewpub
6008,Arundel Cellars & Brewing Co,brewpub
6009,Aston Abbey Brewing Co,micro
6010,Attic Brewing,planning
6011,Aurochs Brewing Company,micro
6012,Bangor Trust Brewing,brewpub
6013,Bar Hygge / Brewery Techne,brewpub
6014,Barley Creek Brewing Co,brewpub
6015,Battlefield Brew Works,brewpub
6016,Bayonet Cider Company,planning
6017,Beaver Brewing Co,brewpub
6018,Benny Brewing Co.,micro
6019,Bent Run Brewing Co,brewpub
6020,Berwick Brewing Co,brewpub
6021,Big Bottom Brewery,micro
6022,Birthright Brewing Co.,brewpub
6023,Black Forest Brewery,brewpub
6024,Black Wolf Brewing LLC,planning
6025,Bloom Brew,micro
6026,Blue Canoe Brewery,brewpub
6027,Blueprint Brewing Co.,micro
6028,Bluestone Brewing Company,brewpub
6029,"Bog Turtle Brewery, LLC",micro
6030,Boneshire Brew Works,micro
6031,Bonn Place Brewing,micro
6032,Boom City Brewing,brewpub
6033,Boxcar Brewing Co LLC,micro
6034,Braeloch Brewing Company,planning
6035,Brasserie Reghaia,regional
6036,Breaker Brewing Company,brewpub
6037,Brew 32,brewpub
6038,Brew Gentlemen,micro
6039,"Brewerie at Union Station, The",brewpub
6040,Brewery ARS,micro
6041,Brewery in Planning - Bala Cynwyd,planning
6042,"Brewery in Planning - Chambersburg, PA",planning
6043,Brewery in Planning - Erie,planning
6044,"Brewery in Planning - GIBSONIA, PA",planning
6045,Brewery in Planning - Harrisburg,planning
6046,Brewery In Planning - Levittown PA,planning
6047,Brewery In Planning - Marysville,planning
6048,Brewery in Planning - Philadelphia,planning
6049,Brewery In Planning - Philadelphia,planning
6050,Brewery In Planning - Philadelphia,planning
6051,Brewery in Planning - WEXFORD,planning
6052,Brewery in Planning - Yardley,planning
6053,Brewtus Brewing Co,micro
6054,Brixton Brewing,brewpub
6055,Broken Chair Brewery,micro
6056,Broken Goblet Brewing,brewpub
6057,Bubes Brewery,brewpub
6058,Bucks County Brewery,micro
6059,Bullfrog Brewery,brewpub
6060,Bullfrog Brewery - Production Only,micro
6061,Buon Appetito Ristorante,brewpub
6062,Burghâers Brewing,micro
6063,Butler Brew Works,brewpub
6064,Cave Brewing Co,micro
6065,Cellar Works Brewing Co.,micro
6066,Center Square Brewing / Altland House,brewpub
6067,Chatty Monks Brewing Company,brewpub
6068,Church Brew Works/Lawrenceville Brewery Inc.,brewpub
6069,Cinderlands Beer Co.,brewpub
6070,Clarion River Brewing Company,brewpub
6071,Coal Country Brewing,micro
6072,Coal Tipple Brewery / Kramer Farms,micro
6073,Cobblehaus Brewing Company,micro
6074,Collusion Tap Works,brewpub
6075,Columbia Kettle Works,brewpub
6076,Conny Creek Brewing Co,micro
6077,Conshohocken Brewing - Bridgeport,brewpub
6078,Conshohocken Brewing Co.,brewpub
6079,Conyngham Brewing Company,micro
6080,Copper Kettle Brewing Co,micro
6081,CoStar Brewing Inc.,micro
6082,Couch Brewery,micro
6083,Covered Bridge Brewhaus Taproom,micro
6084,CR Brewing Company,brewpub
6085,Crime & Punishment Brewing Company,brewpub
6086,Crooked Eye Brewery,micro
6087,Crooked Tongue Brewing,micro
6088,Crowded Castle Brewing Co. Inc.,brewpub
6089,Crystal Ball Brewing,micro
6090,Curran Brewing Co,micro
6091,D. G. Yuengling and Son Inc,regional
6092,D. G. Yuengling and Son Inc,regional
6093,Dancing Gnome Beer,micro
6094,Daugherty Brewing Company,planning
6095,Depot Saloon,brewpub
6096,Desperate Times Brewing Co,brewpub
6097,Devout Brewing,planning
6098,Divine Swine BBQ,brewpub
6099,Doc G's Brewing Company,brewpub
6100,Dock Street Brewery,brewpub
6101,Dock Street Brewing Co,planning
6102,Double D Brewing / Dommy's Pizza,brewpub
6103,Doylestown Brewing Co,proprietor
6104,Duquesne Brewing of Pittsburgh,contract
6105,Earth Bread + Brewery,brewpub
6106,East Branch Brewing Company,brewpub
6107,East End Brewing Co,micro
6108,Eclipse Craft Brewing,planning
6109,Eleventh Hour Brewing Co,micro
6110,Elk Creek Cafe + Aleworks,brewpub
6111,Endless Brewing,micro
6112,Erie Ale Works,micro
6113,Erie Brewing Co,micro
6114,Ever Grain Brewing Co,micro
6115,Evil Genius Beer Co,micro
6116,Fegley's Brew Works,brewpub
6117,Fermentery Form,micro
6118,Fetish Brewing Co,micro
6119,Fishtown Brewing Co,brewpub
6120,Forest & Main Brewery and Pub,brewpub
6121,Four Seasons Brewing Co,brewpub
6122,Free Will Brewing Company,micro
6123,Full Pint Brewing Company,micro
6124,Funk Brewing Company,micro
6125,Fury Brewing Company,micro
6126,GearHouse Brewing Company,brewpub
6127,Geronimo Brewing Inc,planning
6128,Golden Avalanche Brewing Co,brewpub
6129,Goose Island Philadelphia,brewpub
6130,Gravity Ales LLC,planning
6131,Great Barn Brewery,micro
6132,Grist House Craft Brewery,micro
6133,Gunpowder Falls Brewing Co,micro
6134,Happy Valley Brewing Company,brewpub
6135,Harty Brewing Company,brewpub
6136,Helicon Brewing,micro
6137,Helltown Brewing,micro
6138,Here and Now Brewing Co,brewpub
6139,Hidden River Brewing Co,brewpub
6140,Hidden Stories Brewing Company,planning
6141,Highway Manor Brewing Co,micro
6142,HiJinx Brewing Co,micro
6143,Hitchhiker Brewing Co.,brewpub
6144,Hofbrauhaus Pittsburgh,brewpub
6145,Hollow Earth Brewing Co,brewpub
6146,Home Brewing Co Of Pennsylvania,planning
6147,Hop Farm Brewing Co,micro
6148,Hop Hill Brewing Company,micro
6149,Imperium Brewing,planning
6150,Imprint Beer Company,micro
6151,Insurrection Aleworks,micro
6152,Intercourse Brewing Co,contract
6153,Iron Hart,brewpub
6154,Iron Hill Brewery & Restaurant - Chestnut Hill,brewpub
6155,Iron Hill Brewery & Restaurant - Huntingdon Valley,brewpub
6156,Iron Hill Brewery & Restaurant - Lancaster,brewpub
6157,Iron Hill Brewery & Restaurant - Media,brewpub
6158,Iron Hill Brewery & Restaurant - North Wales,brewpub
6159,Iron Hill Brewery & Restaurant - Phoenixville,brewpub
6160,Iron Hill Brewery & Restaurant - West Chester,brewpub
6161,Iron Hill Brewery & Restaurant (Ardmore),brewpub
6162,Irving Cliff Brewery,brewpub
6163,Jam Room Brewing Co,micro
6164,Jigsy's Brewpub & Restaurant,brewpub
6165,JoBoy's Brew Pub,brewpub
6166,Jones Brewing Co,contract
6167,Kegg Brewing Company,micro
6168,Kennett Brewing Company,brewpub
6169,Kensington Barrel Project,planning
6170,KNURD Brewing Co,planning
6171,Koehler Brewing Co,micro
6172,La Cabra Brewing,brewpub
6173,Lancaster Brewing Co,micro
6174,Laurel Highlands Brewing,micro
6175,Lavery Brewing Co,micro
6176,Leaning Cask Brewing Co,micro
6177,Lebanon Valley Craft Brewery,planning
6178,Levante Brewing Company,micro
6179,Levity Brewing Co,brewpub
6180,Lincoln Avenue Brewery,planning
6181,Lindgren Craft Brewery,planning
6182,Links Brewing Company,planning
6183,"Lion Brewery Inc, The",regional
6184,Liquid Hero Brewery,micro
6185,Locust Lane Craft Brewery,micro
6186,Lost Tavern Brewing,micro
6187,Loud Brewing Company,planning
6188,Love City Brewing Company,micro
6189,Lydian Stone Brewery,micro
6190,Mad Chef Craft Brewing,brewpub
6191,Mad Princes Brewing,micro
6192,Mad-K Brewery,micro
6193,Manayunk Brewing Co & Restaurant,brewpub
6194,Market Cross Pub & Brewery,micro
6195,Marley's Brewery,brewpub
6196,Marzoni's Brick Oven and Brewery,brewpub
6197,McKenzie Brew House,brewpub
6198,McKenzie Brew House (#2),brewpub
6199,McKenzie Brew House (#3),brewpub
6200,Mechanistic Brewing,planning
6201,Mexitaly Brick Oven Brewhouse,brewpub
6202,Millcreek Brewing Company,brewpub
6203,Mindful Brewing Company,brewpub
6204,Miscreation Brewing Company,brewpub
6205,Missing Links Brewery,brewpub
6206,Molly Pitcher Brewing Co,micro
6207,Moo-Duck Brewery,brewpub
6208,Mortals Key Brewing Company,brewpub
6209,Moss Mill Brewing,micro
6210,Mount Gretna Craft Brewery,micro
6211,Mudhook Brewing Co,brewpub
6212,Naked Brewing Co,micro
6213,National Beer Museum Development Group,planning
6214,Neshaminy Creek Brewing Co,regional
6215,New Trail Brewing Company,micro
6216,Nimble Hill Brewing Co,micro
6217,Noble Stein Brewing Co.,micro
6218,North Country Brewing Co. LLC,micro
6219,North Country Canning Co,micro
6220,Oakbrook Brewing Company,brewpub
6221,Old Forge Brewing Co,micro
6222,Old Forge Brewing Co,brewpub
6223,Olde Bedford Brewing Company,micro
6224,Orr's Brewing Company,brewpub
6225,Ottos Pub & Brewery,brewpub
6226,Pennsylvania Brewing Co,micro
6227,Perkiomen Valley Brewery,planning
6228,Petrucci Brothers Brewing Co,micro
6229,Philadelphia Brewing Co,micro
6230,Pig Iron Brewing Co,brewpub
6231,Pig Island Brewery,planning
6232,Pittsburgh Brewing Co,contract
6233,Pizza Boy Brewing Co,micro
6234,Pocono Brewery Company,brewpub
6235,Point Breeze Brewing,micro
6236,Quinn Brewing Company,micro
6237,Race Street Brew Works,brewpub
6238,Railroad City Brewing Company,brewpub
6239,Reclamation Brewing Company,brewpub
6240,Recon Brewing,brewpub
6241,Riepstines Pub,brewpub
6242,Ritter Brewing Company LLC,micro
6243,River Barge Brewing,brewpub
6244,River Bend Hop Farm And Brewery,micro
6245,Rivertowne Brewery - Production Facility,micro
6246,Rivertowne Pour House,micro
6247,Robin Hood Brewing Co,brewpub
6248,Rock Bottom Brewery - Pittsburgh,brewpub
6249,Rock God Brewing Company,micro
6250,Rogan Brewing Company,planning
6251,Rooney's Beer Company,micro
6252,Root Down Brewing Company,brewpub
6253,Rotunda Brewing,brewpub
6254,Round Guys Brewing Co,brewpub
6255,Roundabout Brewery,micro
6256,Roundback Brewery LLC,planning
6257,Roy Pitz Brewing Co,brewpub
6258,Rumspringa Brewing Co,micro
6259,Rusty Gold Brewing,micro
6260,Rusty Rail Brewing,brewpub
6261,Saint Benjamin Brewing Co,micro
6262,Saint Boniface Craft Brewing Co,brewpub
6263,Samuel Adams Pennsylvania Brewing Co,regional
6264,Saucony Creek Brewing Company,micro
6265,Second District Brewing Co.,brewpub
6266,Selins Grove Brewing Co,brewpub
6267,Separatist Beer Project,proprietor
6268,Seven Sirens Brewing Company,planning
6269,Shawnee Craft Brewery,brewpub
6270,"ShuBrew, LLC",brewpub
6271,Shy Bear Brewing,brewpub
6272,Sly Fox Brewhouse and Eatery,micro
6273,Sly Fox Brewing Co,regional
6274,Snitz Creek Brewery,brewpub
6275,"Sobel's Obscure Brewery, LLC",contract
6276,Something Wicked Brewing Company,brewpub
6277,South County Brewing Co,micro
6278,Southern Tier Brewing Co,brewpub
6279,Spoonwood Brewing Company,brewpub
6280,Sprague Farm and Brew Works,brewpub
6281,Spring Gate Brewery,micro
6282,Spring House Brewery,micro
6283,Spring Mountain Brewing Company,planning
6284,Stable 12 Brewing Company,brewpub
6285,Stargazer Brewing Company,planning
6286,Sterling Pig Brewery,brewpub
6287,Stick City Brewing Company,micro
6288,Stickman Brews,micro
6289,Stoker's Brewing Company,planning
6290,Stone Church Pizza & Brewpub,brewpub
6291,Stoudts Brewing Co,micro
6292,Strange Roots Experimental Ales,micro
6293,Strange Roots Experimental Ales,micro
6294,Straub Brewery,regional
6295,Super Fun Time Brewing Company,planning
6296,Susquehanna Brewing Co,micro
6297,Swashbuckler Brewing Co,micro
6298,Tannery Run Brew Works,planning
6299,Tattered Flag Brewery,brewpub
6300,Taylor House Brewing Co,micro
6301,The Barley House Brewing Company LLC,brewpub
6302,The Brewery At Hershey,micro
6303,"The Brewery BÃ¶ser Geist Brewing Co., LLC",micro
6304,The Harmony Inn,brewpub
6305,The Millworks Brewery,brewpub
6306,The North Slope Brewing Company,brewpub
6307,The Other Farm Brewing Company,brewpub
6308,The Proper Brewing Company,brewpub
6309,The Vegetable Hunter,brewpub
6310,Thirsty Farmer Brew Works,brewpub
6311,Timber Creek Tap & Table,brewpub
6312,Tin Lizard Brewing Co,brewpub
6313,Tired Hands Brewing Co,brewpub
6314,Tired Hands Brewing Co,brewpub
6315,Towerhill Brewery,brewpub
6316,Triple Bottom Brewing Company,planning
6317,Triumph Brewing Co of New Hope,brewpub
6318,Troegs Brewing Co,regional
6319,Trolley Barn Brewery,planning
6320,Tuned Up Brewing Company,micro
6321,Turkey Hill Brewing Co Pub,brewpub
6322,Twisted Bine Beer Co.,planning
6323,Two Rivers Brewing Co,brewpub
6324,Union Barrel Works,brewpub
6325,Urban Village Brewing Company,brewpub
6326,Vault Brewing Co,brewpub
6327,Victory Brewing Co,regional
6328,Victory Brewing Co,regional
6329,Victory Brewing Co,brewpub
6330,Voodoo Brewing Co,brewpub
6331,Voodoo Brewing Production Facility,brewpub
6332,Wacker Brewing Co,micro
6333,Wallenpaupack Brewing Company,brewpub
6334,Warehouse Gourmet Bistro & Brew Pub,micro
6335,Washington Brewing Co,brewpub
6336,Western Pennsylvania Brewing Co,regional
6337,Weyerbacher Brewing Co,regional
6338,White Clay Brewing Company,planning
6339,Whitehorse Brewing LLC,micro
6340,Wissahickon Brewing Company,micro
6341,Wolf Brewing Company,planning
6342,Wyndridge Farm Brewing,brewpub
6343,Yards Brewing Co,regional
6344,Yellow Bridge Brewing Co.,micro
6345,Yergey Brewing,micro
6346,Yorkholo Brewing Co,brewpub
6347,Young's Brewing,planning
6348,Zeroday Brewing Company,brewpub
6349,Apponaug Brewing,planning
6350,Brewery in Planning - east greenwich,planning
6351,Brutopia Brewery and Kitchen,brewpub
6352,Buttonwoods Brewery,micro
6353,Coddington Brewing Co,brewpub
6354,Crooked Current Brewery,micro
6355,Foolproof Brewing Company,micro
6356,Grey Sail Brewing Co. LLC,micro
6357,Long Live Beerworks,micro
6358,Mohegan Cafe and Brewery,brewpub
6359,Narragansett Brewing Co,regional
6360,Newport Storm Brewery / Coastal Extreme Brewing Company,micro
6361,Proclamation Ale Company,micro
6362,Providence Brewing Company,micro
6363,Ragged Island Brewing Company,micro
6364,Ravenous Brewing Company,micro
6365,Revival Brewing,proprietor
6366,"Shaidzon Beer Company, LLC",micro
6367,Sons of Liberty Beer & Spirits Co.,micro
6368,Taproot Brewing Co / Newport Vineyards,micro
6369,Tilted Barn Brewery,micro
6370,Trinity Brewhouse,brewpub
6371,Union Station Brewery,brewpub
6372,Whalers Brewing Company,micro
6373,13 Stripes Brewery,brewpub
6374,Aiken Brewing Co,brewpub
6375,Angry Fish Brewing Company,micro
6376,Benford Brewing Co.,micro
6377,Birds Fly South Ale Project,micro
6378,Blue Ridge Brewing Co/Foothills Brewing,brewpub
6379,Bomb Plant Brewing Company,planning
6380,Brewery 85,micro
6381,Brewery In Planning - Dulles,planning
6382,Brewery in Planning - Hollywood,planning
6383,"Brewery in Planning - Indian Land, SC",planning
6384,"Brewery in Planning - Ridgeland, SC",planning
6385,Brewery in Planning - salem,planning
6386,Carolina Bauernhaus Ales,brewpub
6387,Charles Towne Fermentory,micro
6388,Ciclops Cyderi and Brewery,brewpub
6389,COAST Brewing Co,micro
6390,Columbia Craft Brewing Company,brewpub
6391,Commonhouse Aleworks,micro
6392,Conquest Brewing Co.,micro
6393,Cooper River Brewing Company,micro
6394,CottonTown Brew Lab,micro
6395,Dead Eric Brewing Co. LLC,micro
6396,Dockery's,brewpub
6397,Edmundâs Oast Brewing Co,brewpub
6398,Fam's Brewing Company,brewpub
6399,Fatty's Beer Works,contract
6400,Fireforge Crafted Beer,micro
6401,Freehouse Brewery,micro
6402,Frothy Beard Brewing Co,micro
6403,Full Spectrum Brewing Co,micro
6404,Ghost Monkey Brewery,micro
6405,Good Times Brewing,brewpub
6406,Gordon Biersch Brewery Restaurant - Myrtle Beach,brewpub
6407,Hazelwood Brewing Company,planning
6408,Hilton Head Brewing Co,brewpub
6409,Holy City Brewing,micro
6410,Hunter Gatherer Brewery and Alehouse,brewpub
6411,Hunter Gatherer Brewery and Alehouse,micro
6412,Iron Hill Brewery & Restaurant - Greenville,brewpub
6413,Krafty Draft Brew Pub,brewpub
6414,Legal Remedy Brewing,brewpub
6415,Liability Brewing Co.,planning
6416,Liberty Steakhouse and Brewery,brewpub
6417,Lincoln and South Brewing Co.,planning
6418,Lo-Fi Brewing,micro
6419,Low Tide Brewing,micro
6420,Munkle Brewing Company,micro
6421,New Groove Artisan Brewery,brewpub
6422,New South Brewing Co,micro
6423,Oak Road Brewery,micro
6424,Old Mill Brewpub,brewpub
6425,Palmetto Brewing Co,regional
6426,Pawleys Island Brewing Company,brewpub
6427,Quest Brewing Company,micro
6428,Quigley's Pint and Plate,brewpub
6429,Rail Line Brewing,brewpub
6430,Revelry Brewing Co.,micro
6431,River Dog Brewing Co,micro
6432,River Rat Brewery,brewpub
6433,RJ Rockers Brewing Co,micro
6434,Rusty Bull Brewing Company,brewpub
6435,Salt Marsh Brewing,brewpub
6436,Seminar Brewing,brewpub
6437,Slow Play Brewing Company,planning
6438,Snafu Brewing Company,micro
6439,Southern Barrel Brewing Company,micro
6440,Southern Hops Brewing Co.,brewpub
6441,Steel Hands Brewing,planning
6442,Swamp Cabbage Brewing Company,micro
6443,Swamp Rabbit Brewery and Taproom,micro
6444,The Hold By Revelry Brewing,micro
6445,The Southern Growl,planning
6446,Think Tank Brew Lab,planning
6447,Thomas Creek Brewery,micro
6448,Tradesman Brewing Company,micro
6449,Twisted Cypress Brewing Company,micro
6450,Twisted Spur Brewing,brewpub
6451,Two Blokes Brewing Co.,micro
6452,Upstate Craft Beer Company,brewpub
6453,Westbrook Brewing Co,regional
6454,Wide Awake Brewing Company,planning
6455,Wooden Skiff Beer Company,micro
6456,Big Sioux Brewing Company,planning
6457,Brewery In Planning - Piedmont,planning
6458,Brewery in Planning - Spearfish,planning
6459,Buffalo Ridge Brewing,planning
6460,Crow Peak Brewing Co,micro
6461,Dakota Point Brewing LLC,micro
6462,Dakota Shivers Brewing,micro
6463,Dakota Territory Brewing,planning
6464,"Dempseys Brewery, Pub",brewpub
6465,Eponymous Brewing Co,micro
6466,Fernson Brewing Company,micro
6467,Firehouse Brewing Co,brewpub
6468,Gandy Dancer Brew Works,brewpub
6469,Granite City Food & Brewery (#2),brewpub
6470,Hay Camp Brewing Company,micro
6471,Highway 79 Brewery,brewpub
6472,Lean Horse Productions,contract
6473,Lost Cabin Beer Co.,micro
6474,Miner Brewing Co,brewpub
6475,Mt. Rushmore Brewing Company,brewpub
6476,One Legged Pheasant Brewery,planning
6477,Panacea Brewing Company / Remedy Brewing Company,brewpub
6478,Severance Brewing Company,planning
6479,Sick N Twisted Brewing Co,brewpub
6480,Spearfish Brewing Company,micro
6481,The Knuckle Brewing Company,brewpub
6482,Wooden Legs Brewing Co,brewpub
6483,WoodGrain Brewing Company,micro
6484,Abridged Beer Company,brewpub
6485,Albright Grove Brewing Company,planning
6486,Alliance Brewing Company,micro
6487,Asgard Brewing Company,micro
6488,Bad Idea Brewing,planning
6489,Balter Beerworks,brewpub
6490,Beale St Brewing Co,planning
6491,Bearded Iris Brewing,micro
6492,Big Frog Brewing Company,micro
6493,Big River Grille & Brewing Works - Chattanooga,brewpub
6494,Blackberry Farm Brewery,micro
6495,Blackhorse Brewery,planning
6496,Blackhorse Pub and Brewery,brewpub
6497,Blackhorse Pub and Brewery -  Knoxville,brewpub
6498,Blackstone Brewing Co,micro
6499,Blues City Brewing Co,regional
6500,Boscos Squared,brewpub
6501,Brewery In Planning - Knoxville,planning
6502,Brewery in Planning - Knoxville,planning
6503,Brewery In Planning - Nashville,planning
6504,Brewery in Planning - Rossville,planning
6505,BriarScratch Brewing,micro
6506,Calfkiller Brewing Co,micro
6507,Chattanooga Brewing Co,micro
6508,Clinch River Brewing,brewpub
6509,Cold Fusion Brewing LLC,micro
6510,Common John Brewing Co,planning
6511,Cool Springs Brewery,brewpub
6512,Corsair Artisan LLC,micro
6513,Crafty Bastard Brewery,micro
6514,Crosstown Brewing Company,micro
6515,Czann's Brewing,micro
6516,Delta Sunshine Brewing Company,planning
6517,Depot Street Brewing Co,micro
6518,Downtown Grill & Brewery / Woodruff Brewing,brewpub
6519,East Nashville Beer Works,brewpub
6520,Elderbrew,micro
6521,Elkmont Exchange Brewery and Eating House,brewpub
6522,Elst Brewing Company,planning
6523,Fanatic Brewing Company,micro
6524,Fat Bottom Brewing,micro
6525,Fawken Beer Company,planning
6526,Five Wits Brewing Co.,planning
6527,Garr's Beer Co.,proprietor
6528,Ghost River Brewing,micro
6529,Gladiator Brewing Co.,planning
6530,Granite City Food & Brewery,brewpub
6531,Half Batch Brewing,micro
6532,Happy Trails Brewing Company,planning
6533,Harding House Brewing Company,planning
6534,Heaven & Ale Brewing Co,brewpub
6535,Hexagon Brewing Co,micro
6536,High Cotton Brewing,micro
6537,Hix Farm Brewery,micro
6538,Holston River Brewing Company,micro
6539,Honky Tonk Brewing Co,micro
6540,Hook Point Brewing Co.,proprietor
6541,Hutton & Smith Brewing Company,micro
6542,"Jackalope Brewing Company, LLC",micro
6543,Jig Head Brewing Company,micro
6544,Johnson City Brewing Co,micro
6545,JRH Brewing,micro
6546,Jubilee Craft Beer Co,contract
6547,Last Days of Autumn Brewing,brewpub
6548,Lilly Pad Hopyard Brewery,brewpub
6549,Little Harpeth Brewing Co,micro
6550,Loose Ends Brewing Company,planning
6551,Mad Knight Brewing Company,micro
6552,Mantra Artisan Ales,micro
6553,Mayday Brewery,micro
6554,McHale's Brewhouse,brewpub
6555,McIntyre Brewing Company,planning
6556,Meddlesome Brewing Company,micro
6557,Memphis Filling Station,planning
6558,Memphis Made Brewing Company,micro
6559,Mill Creek Brewing Co.,micro
6560,Moccasin Bend Brewing Co,micro
6561,Monkey Town Brewing Company,brewpub
6562,New Heights Brewing Co,micro
6563,Oddstory Brewing Co,micro
6564,Ole Shed Brewing Company,micro
6565,Panther Creek Brews,planning
